customer_id,first_name,last_name,gender,date_of_birth,age,email,phone_number,city,state,country,postal_code,occupation,annual_income,marital_status,education_level,employment_status,customer_since,customer_segment,kyc_status,risk_rating,is_politically_exposed,preferred_channel,email_verified,phone_verified,num_complaints_last_year,is_quarantined
CUST_00035,Navya,Nair,F,2006-12-19 00:00:00,19,navya.nair679@yahoo.in,+91-8756099698,Ahmedabad,Gujarat,IN,132394,,847876.0,WIDOWED,DIPLOMA,EMPLOYED,2025-10-15 00:00:00,PREMIUM,VERIFIED,LOW,False,INTERNET_BANKING,False,False,1,False
CUST_00036,Imran,Gupta,M,1988-08-02 00:00:00,38,imran.gupta54@yahoo.in,+91-9185654811,Coimbatore,Tamil Nadu,IN,229169,SALARIED_IT,1330265.0,MARRIED,HIGH_SCHOOL,,2024-12-28 00:00:00,PREMIUM,VERIFIED,LOW,False,,True,True,0,False
CUST_00037,Reyansh,Menon,F,2002-08-18 00:00:00,24,reyansh.menon333@rediffmail.com,+91-8565778475,Indore,Madhya Pradesh,IN,585755,SALARIED_BANKING,653199.0,MARRIED,GRADUATE,EMPLOYED,2022-11-09 00:00:00,RETAIL,VERIFIED,LOW,False,MOBILE_APP,True,True,0,False
CUST_00038,Ananya,Mukherjee,F,1970-10-16 00:00:00,55,ananya.mukherjee134@gmail.com,+91-8518848328,Chennai,Tamil Nadu,IN,698967,STUDENT,230106.0,MARRIED,POST_GRADUATE,SELF_EMPLOYED,2025-09-19 00:00:00,RETAIL,VERIFIED,LOW,False,INTERNET_BANKING,True,True,0,False
CUST_00039,Navya,Nair,F,1968-12-13 00:00:00,57,navya.nair571@gmail.com,+91-8615613239,Gurugram,Haryana,IN,390439,,329594.0,MARRIED,GRADUATE,EMPLOYED,2017-06-01 00:00:00,RETAIL,VERIFIED,,False,MOBILE_APP,True,True,0,False
CUST_00040,Saanvi,Kapoor,M,2000-12-08 00:00:00,25,saanvi.kapoor454@rediffmail.com,+91-8085901151,Kolkata,West Bengal,IN,544303,FREELANCER,491439.0,SINGLE,GRADUATE,EMPLOYED,2025-07-08 00:00:00,RETAIL,PENDING,,False,MOBILE_APP,True,True,0,False
CUST_00041,Ira,Nair,F,1980-01-19 00:00:00,46,ira.nair363@gmail.com,+91-7705407682,Mumbai,Maharashtra,IN,154357,RETIRED,316666.0,SINGLE,GRADUATE,SELF_EMPLOYED,2024-07-01 00:00:00,RETAIL,VERIFIED,LOW,False,MOBILE_APP,True,True,1,False
CUST_00042,Reyansh,Shah,M,1983-12-02 00:00:00,42,reyansh.shah79@gmail.com,+91-8278930366,Kochi,Kerala,IN,476346,RETIRED,475718.0,MARRIED,HIGH_SCHOOL,EMPLOYED,2020-08-04 00:00:00,PREMIUM,VERIFIED,MEDIUM,False,MOBILE_APP,True,True,0,False
CUST_00043,Joseph,DSouza,F,1950-11-20 00:00:00,75,joseph.dsouza361@gmail.com,+91-7333191560,Kolkata,West Bengal,IN,149434,,1077427.0,SINGLE,POST_GRADUATE,EMPLOYED,2024-10-10 00:00:00,RETAIL,VERIFIED,MEDIUM,False,INTERNET_BANKING,True,True,0,False
CUST_00044,Rohan,Verma,F,2008-08-01 00:00:00,18,rohan.verma537@yahoo.in,+91-7562929828,Indore,Madhya Pradesh,IN,406635,BUSINESS_OWNER,972278.0,,GRADUATE,EMPLOYED,2018-06-17 00:00:00,RETAIL,VERIFIED,LOW,False,INTERNET_BANKING,True,True,0,False
CUST_00045,Anika,Chatterjee,F,1994-07-22 00:00:00,32,anika.chatterjee687@gmail.com,+91-8774655465,Jaipur,Rajasthan,IN,643188,FREELANCER,439745.0,SINGLE,POST_GRADUATE,EMPLOYED,2018-07-09 00:00:00,RETAIL,EXPIRED,MEDIUM,False,BRANCH,True,True,0,False
CUST_00046,Grace,Reddy,M,1975-07-15 00:00:00,51,grace.reddy421@outlook.com,+91-8904956613,Jaipur,Rajasthan,IN,575776,SALARIED_HEALTHCARE,645980.0,MARRIED,DIPLOMA,UNEMPLOYED,2024-06-10 00:00:00,RETAIL,PENDING,HIGH,False,INTERNET_BANKING,True,True,0,False
CUST_00047,Kabir,Mehta,F,2001-11-19 00:00:00,24,kabir.mehta867@gmail.com,+91-7224336336,Hyderabad,Telangana,IN,278099,SALARIED_HEALTHCARE,258501.0,SINGLE,POST_GRADUATE,EMPLOYED,2016-09-05 00:00:00,RETAIL,VERIFIED,MEDIUM,False,PHONE_BANKING,True,False,1,False
CUST_00048,Myra,Naidu,F,1985-07-20 00:00:00,41,myra.naidu631@gmail.com,+91-9890628295,Chennai,Tamil Nadu,IN,378355,SALARIED_IT,1445498.0,DIVORCED,GRADUATE,EMPLOYED,2023-04-02 00:00:00,RETAIL,EXPIRED,,False,BRANCH,True,True,1,False
CUST_00049,Joseph,Shah,F,1995-04-30 00:00:00,31,joseph.shah999@outlook.com,+91-6290680473,Chennai,Tamil Nadu,IN,680511,RETIRED,172258.0,MARRIED,GRADUATE,STUDENT,2026-06-14 00:00:00,RETAIL,VERIFIED,LOW,False,INTERNET_BANKING,True,True,0,False
CUST_00050,Aditya,Mukherjee,F,1997-10-31 00:00:00,28,aditya.mukherjee65@rediffmail.com,+91-6158844179,Kolkata,West Bengal,IN,155934,SALARIED_HEALTHCARE,1731043.0,SINGLE,GRADUATE,,2017-02-26 00:00:00,RETAIL,VERIFIED,,False,INTERNET_BANKING,True,True,2,False
CUST_00051,Kavya,Kapoor,M,1976-03-17 00:00:00,50,kavya.kapoor745@rediffmail.com,+91-6338988898,Indore,Madhya Pradesh,IN,299222,BUSINESS_OWNER,1055437.0,SINGLE,GRADUATE,EMPLOYED,2024-05-16 00:00:00,,VERIFIED,HIGH,False,PHONE_BANKING,False,False,0,False
CUST_00052,Arjun,Singh,F,1989-03-25 00:00:00,37,arjun.singh449@gmail.com,+91-6542153826,Jaipur,Rajasthan,IN,786502,HOMEMAKER,251781.0,MARRIED,GRADUATE,EMPLOYED,2017-06-26 00:00:00,RETAIL,VERIFIED,LOW,False,,True,True,0,False
CUST_00053,Riya,Bose,F,1994-05-15 00:00:00,32,riya.bose126@yahoo.in,+91-9662861038,Mysuru,Karnataka,IN,291043,SELF_EMPLOYED,341832.0,SINGLE,POST_GRADUATE,,2018-07-29 00:00:00,RETAIL,VERIFIED,LOW,False,BRANCH,True,True,2,False
CUST_00054,Krishna,Patel,OTHER,1986-05-30 00:00:00,40,krishna.patel906@gmail.com,+91-6282385977,Chennai,Tamil Nadu,IN,611916,STUDENT,172881.0,,DOCTORATE,EMPLOYED,2026-03-05 00:00:00,RETAIL,VERIFIED,LOW,False,MOBILE_APP,True,True,0,False
CUST_00055,Vihaan,Mehta,M,1972-01-10 00:00:00,54,vihaan.mehta917@outlook.com,+91-9633257620,Mysuru,Karnataka,IN,315837,SALARIED_HEALTHCARE,666430.0,SINGLE,GRADUATE,EMPLOYED,2023-01-22 00:00:00,RETAIL,VERIFIED,MEDIUM,False,BRANCH,True,True,0,False
CUST_00056,Aditya,DSouza,F,1973-11-02 00:00:00,52,aditya.dsouza658@outlook.com,+91-8074232200,Gurugram,Haryana,IN,535818,GOVERNMENT_EMPLOYEE,739979.0,SINGLE,GRADUATE,SELF_EMPLOYED,2017-11-13 00:00:00,PREMIUM,VERIFIED,LOW,False,MOBILE_APP,True,True,1,False
CUST_00057,Divya,Nair,F,2004-02-06 00:00:00,22,divya.nair887@yahoo.in,+91-9493860743,Gurugram,Haryana,IN,715748,GOVERNMENT_EMPLOYEE,301317.0,SINGLE,GRADUATE,EMPLOYED,2024-11-20 00:00:00,RETAIL,VERIFIED,LOW,False,MOBILE_APP,True,True,0,False
CUST_00058,Neha,Chatterjee,M,1966-08-09 00:00:00,60,neha.chatterjee584@yahoo.in,+91-7557027753,Mumbai,Maharashtra,IN,187103,RETIRED,323072.0,MARRIED,GRADUATE,EMPLOYED,2024-12-19 00:00:00,RETAIL,PENDING,HIGH,False,MOBILE_APP,True,True,0,False
CUST_00059,Aditya,Reddy,F,1970-02-02 00:00:00,56,aditya.reddy403@outlook.com,+91-8550027973,Kolkata,West Bengal,IN,644473,HOMEMAKER,183943.0,SINGLE,GRADUATE,STUDENT,2021-05-06 00:00:00,PREMIUM,VERIFIED,,False,MOBILE_APP,True,True,0,False
CUST_00060,Joseph,Shah,M,1979-12-06 00:00:00,46,joseph.shah249@gmail.com,+91-8459170565,Pune,Maharashtra,IN,225233,STUDENT,156323.0,MARRIED,DIPLOMA,SELF_EMPLOYED,2024-07-22 00:00:00,PREMIUM,VERIFIED,MEDIUM,False,INTERNET_BANKING,True,True,0,False
CUST_00061,Dhruv,Kulkarni,F,1990-12-22 00:00:00,35,dhruv.kulkarni197@yahoo.in,+91-7198323340,Kolkata,West Bengal,IN,345790,BUSINESS_OWNER,1021009.0,MARRIED,POST_GRADUATE,EMPLOYED,2018-11-21 00:00:00,SME,VERIFIED,MEDIUM,False,MOBILE_APP,True,True,0,False
CUST_00062,Rohan,Chatterjee,M,1987-05-04 00:00:00,39,rohan.chatterjee278@outlook.com,+91-6589582865,Pune,Maharashtra,IN,725336,SALARIED_BANKING,,DIVORCED,,EMPLOYED,2022-08-02 00:00:00,PREMIUM,EXPIRED,HIGH,False,MOBILE_APP,False,True,0,False
CUST_00063,Karthik,Bhat,M,1989-04-16 00:00:00,37,karthik.bhat871@gmail.com,+91-9922291794,Noida,Uttar Pradesh,IN,548184,SELF_EMPLOYED,446743.0,DIVORCED,GRADUATE,STUDENT,2019-03-24 00:00:00,SME,,MEDIUM,False,MOBILE_APP,True,False,0,False
CUST_00064,Imran,Pillai,F,2000-07-18 00:00:00,26,imran.pillai736@yahoo.in,+91-6060491148,Chandigarh,Punjab,IN,419355,HOMEMAKER,299881.0,SINGLE,POST_GRADUATE,EMPLOYED,2021-03-21 00:00:00,RETAIL,VERIFIED,LOW,False,MOBILE_APP,True,True,1,False
CUST_00065,Myra,Chatterjee,M,1988-05-17 00:00:00,38,myra.chatterjee946@outlook.com,+91-8964774623,Mumbai,Maharashtra,IN,419369,BUSINESS_OWNER,574400.0,DIVORCED,GRADUATE,EMPLOYED,2018-09-13 00:00:00,PRIVATE_BANKING,VERIFIED,LOW,False,INTERNET_BANKING,True,True,0,False
CUST_00066,Zara,Kulkarni,F,1975-08-23 00:00:00,51,zara.kulkarni336@rediffmail.com,+91-6499247083,Ahmedabad,Gujarat,IN,721474,FREELANCER,781568.0,,DIPLOMA,EMPLOYED,2025-03-18 00:00:00,RETAIL,,LOW,False,MOBILE_APP,True,True,1,False
CUST_00067,Arjun,Chandrakanti,F,1998-08-21 00:00:00,28,arjun.chandrakanti987@rediffmail.com,+91-7608297407,Pune,Maharashtra,IN,511058,STUDENT,166568.0,,POST_GRADUATE,EMPLOYED,2026-02-11 00:00:00,RETAIL,VERIFIED,LOW,False,PHONE_BANKING,True,False,0,False
CUST_00068,Divya,Singh,M,1985-12-30 00:00:00,40,divya.singh784@gmail.com,+91-6138372291,Kochi,Kerala,IN,549605,RETIRED,187341.0,MARRIED,HIGH_SCHOOL,EMPLOYED,2017-03-27 00:00:00,PREMIUM,,LOW,False,MOBILE_APP,True,True,0,False
CUST_00069,Aadhya,Shah,M,1985-12-07 00:00:00,40,aadhya.shah227@rediffmail.com,+91-7290641764,Kolkata,West Bengal,IN,693761,FREELANCER,2102708.0,DIVORCED,GRADUATE,STUDENT,2017-10-21 00:00:00,RETAIL,VERIFIED,LOW,False,MOBILE_APP,True,True,0,False
CUST_00070,Rahul,Chatterjee,M,2000-01-31 00:00:00,26,rahul.chatterjee339@gmail.com,+91-9960930968,Chennai,Tamil Nadu,IN,499102,SALARIED_IT,517263.0,SINGLE,GRADUATE,RETIRED,2020-02-29 00:00:00,PREMIUM,VERIFIED,LOW,False,BRANCH,False,True,0,False
CUST_00071,Karthik,Kapoor,F,1996-01-24 00:00:00,30,karthik.kapoor390@rediffmail.com,+91-8292009846,Mysuru,Karnataka,IN,433404,GOVERNMENT_EMPLOYEE,699277.0,,DOCTORATE,UNEMPLOYED,2018-09-01 00:00:00,RETAIL,VERIFIED,HIGH,False,MOBILE_APP,False,True,0,False
CUST_00072,Meera,Chatterjee,F,1998-06-17 00:00:00,28,meera.chatterjee264@rediffmail.com,+91-9107657723,Chennai,Tamil Nadu,IN,624426,BUSINESS_OWNER,509965.0,MARRIED,GRADUATE,RETIRED,2023-11-21 00:00:00,SME,VERIFIED,,False,,True,True,0,False
CUST_00073,Rahul,Iyer,F,1991-09-23 00:00:00,35,rahul.iyer676@rediffmail.com,,Chennai,Tamil Nadu,IN,688440,GOVERNMENT_EMPLOYEE,,MARRIED,GRADUATE,SELF_EMPLOYED,2020-10-18 00:00:00,SME,VERIFIED,MEDIUM,False,MOBILE_APP,True,True,1,False
CUST_00074,Kavya,Iyer,F,1995-03-03 00:00:00,31,kavya.iyer879@gmail.com,+91-6401581601,Ahmedabad,Gujarat,IN,505490,STUDENT,,SINGLE,GRADUATE,UNEMPLOYED,2020-02-18 00:00:00,PREMIUM,VERIFIED,,False,MOBILE_APP,False,True,0,False
CUST_00075,Aditya,Bose,,2007-10-08 00:00:00,18,aditya.bose213@yahoo.in,+91-9230908336,Bengaluru,Karnataka,IN,527643,SELF_EMPLOYED,288678.0,MARRIED,POST_GRADUATE,EMPLOYED,2016-05-20 00:00:00,PREMIUM,VERIFIED,,False,INTERNET_BANKING,True,True,0,False
CUST_00076,Arjun,Banerjee,M,2005-04-09 00:00:00,21,arjun.banerjee443@yahoo.in,+91-8919267198,Jaipur,Rajasthan,IN,508535,,345106.0,MARRIED,HIGH_SCHOOL,SELF_EMPLOYED,2019-05-11 00:00:00,PREMIUM,VERIFIED,,False,MOBILE_APP,True,True,1,False
CUST_00077,Dhruv,Joshi,M,2003-12-13 00:00:00,22,dhruv.joshi333@rediffmail.com,+91-6053002550,Indore,Madhya Pradesh,IN,516637,HOMEMAKER,294762.0,MARRIED,DIPLOMA,SELF_EMPLOYED,2020-09-21 00:00:00,RETAIL,VERIFIED,LOW,False,MOBILE_APP,True,True,0,False
CUST_00078,Siddharth,Kapoor,M,1965-12-03 00:00:00,60,siddharth.kapoor390@outlook.com,+91-7890743044,Chandigarh,Punjab,IN,792661,FREELANCER,364605.0,SINGLE,DIPLOMA,STUDENT,2024-04-11 00:00:00,RETAIL,VERIFIED,LOW,False,MOBILE_APP,True,True,0,False
CUST_00079,Krishna,Bose,M,1977-12-01 00:00:00,48,krishna.bose449@outlook.com,+91-9570328188,Hyderabad,Telangana,IN,539016,HOMEMAKER,415214.0,SINGLE,DIPLOMA,EMPLOYED,2024-06-14 00:00:00,RETAIL,VERIFIED,HIGH,False,BRANCH,True,False,0,False
CUST_00080,Imran,Fernandes,F,1990-08-03 00:00:00,36,imran.fernandes663@rediffmail.com,+91-9232747923,Bengaluru,Karnataka,IN,561365,GOVERNMENT_EMPLOYEE,300304.0,SINGLE,GRADUATE,EMPLOYED,2019-02-04 00:00:00,RETAIL,VERIFIED,MEDIUM,False,PHONE_BANKING,True,False,0,False
CUST_00081,Sai,Nair,M,1992-04-01 00:00:00,34,sai.nair714@rediffmail.com,+91-7369705770,Chennai,Tamil Nadu,IN,156853,SELF_EMPLOYED,948387.0,MARRIED,GRADUATE,STUDENT,2022-08-15 00:00:00,RETAIL,VERIFIED,LOW,False,MOBILE_APP,True,True,0,False
CUST_00082,Sneha,Desai,M,1981-11-19 00:00:00,44,sneha.desai829@gmail.com,+91-8479690385,Mumbai,Maharashtra,IN,672968,GOVERNMENT_EMPLOYEE,990889.0,MARRIED,POST_GRADUATE,SELF_EMPLOYED,2021-06-05 00:00:00,RETAIL,VERIFIED,MEDIUM,False,INTERNET_BANKING,True,True,0,False
CUST_00083,Grace,Khan,F,1983-10-20 00:00:00,42,grace.khan429@yahoo.in,+91-8468773157,Bengaluru,Karnataka,IN,304776,SALARIED_HEALTHCARE,613280.0,DIVORCED,DIPLOMA,EMPLOYED,2022-12-16 00:00:00,PREMIUM,VERIFIED,LOW,False,MOBILE_APP,True,True,2,False
CUST_00084,Priya,Joshi,,1990-02-27 00:00:00,36,priya.joshi231@outlook.com,+91-6722452036,Chandigarh,Punjab,IN,703127,STUDENT,305590.0,MARRIED,HIGH_SCHOOL,UNEMPLOYED,2020-12-27 00:00:00,,VERIFIED,MEDIUM,False,,True,True,0,False
CUST_00085,Saanvi,Agarwal,M,1983-02-11 00:00:00,43,saanvi.agarwal215@outlook.com,+91-9698175999,Pune,Maharashtra,IN,773508,SELF_EMPLOYED,472531.0,MARRIED,POST_GRADUATE,EMPLOYED,2022-07-24 00:00:00,RETAIL,PENDING,HIGH,False,PHONE_BANKING,False,True,0,False
